date,portfolio_value,daily_return,regime,peak,dd
2020-01-03,992900.9820601679,-0.0068845638021267815,neutral,992900.9820601679,0.0
2020-01-06,998765.700424645,0.005906649777209677,neutral,998765.700424645,0.0
2020-01-07,997968.7225387935,-0.0007979628110102987,neutral,998765.700424645,-0.0007979628110102992
2020-01-08,999183.2565909693,0.0012170061292963573,neutral,999183.2565909693,0.0
2020-01-09,1004885.8565357506,0.0057072613128421115,neutral,1004885.8565357506,0.0
2020-01-10,998180.7940314994,-0.0066724618130921615,neutral,1004885.8565357506,-0.0066724618130920964
2020-01-13,1002825.365118944,0.004653035918158474,neutral,1004885.8565357506,-0.002050473099412443
2020-01-14,1003495.0762151859,0.0006678242489035846,neutral,1004885.8565357506,-0.0013840182061664382
2020-01-15,1003089.0141807367,-0.0004046477596887399,neutral,1004885.8565357506,-0.0017881059259887188
2020-01-16,1009340.1188904686,0.006231854423046891,neutral,1009340.1188904686,0.0
2020-01-17,1008748.7120896586,-0.000585934106592445,neutral,1009340.1188904686,-0.0005859341065924607
2020-01-21,1009123.8523707248,0.00037188675095206625,neutral,1009340.1188904686,-0.00021426525677149024
2020-01-22,1007822.2662758698,-0.0012898179859659796,neutral,1009340.1188904686,-0.0015038068795554618
2020-01-23,1009861.2556893966,0.0020231636884363033,neutral,1009861.2556893966,0.0
2020-01-24,1006028.2067253488,-0.003795619390736148,neutral,1009861.2556893966,-0.0037956193907361237
2020-01-27,993330.7132066065,-0.012621409055788926,neutral,1009861.2556893966,-0.016369122381574456
2020-01-28,1000230.939465176,0.006946554824922911,neutral,1009861.2556893966,-0.009536276562710982
2020-01-29,1001069.5623147368,0.0008384292231644086,neutral,1009861.2556893966,-0.008705842832496914
2020-01-30,1002349.2860848773,0.0012783564882158681,neutral,1009861.2556893966,-0.007438615514951265
2020-01-31,993559.5069164388,-0.00876917786091408,neutral,1009861.2556893966,-0.01614256283337576
2020-02-03,993005.5433044439,-0.0005575545381414714,neutral,1009861.2556893966,-0.016691117012352253
2020-02-04,1002823.505254458,0.010109108720291103,neutral,1009861.2556893966,-0.006969027077025706
2020-02-05,1015402.1236967178,0.012543202643687591,neutral,1015402.1236967178,0.0
2020-02-06,1015714.2380786128,0.00030738007594336645,neutral,1015714.2380786128,0.0
2020-02-07,1016371.8339528111,0.0006474221287301296,neutral,1016371.8339528111,0.0
2020-02-10,1019915.789510772,0.0034868691157820216,neutral,1019915.789510772,0.0
2020-02-11,1022352.1748063533,0.0023888102533935127,neutral,1022352.1748063533,0.0
2020-02-12,1028487.9976787955,0.006001672440912326,neutral,1028487.9976787955,0.0
2020-02-13,1027718.2880640654,-0.0007483894964912507,neutral,1028487.9976787955,-0.0007483894964912142
2020-02-14,1027038.9085715823,-0.0006610561477531674,neutral,1028487.9976787955,-0.0014089509167668033
2020-02-18,1025701.7832110107,-0.0013019227893043483,neutral,1028487.9976787955,-0.0027090393607635418
2020-02-19,1028295.1647153278,0.0025283971879217627,neutral,1028487.9976787955,-0.00018749170034351262
2020-02-20,1028368.9149503119,7.172088084697159e-05,neutral,1028487.9976787955,-0.00011578426656641274
2020-02-21,1026777.3630864233,-0.0015476468033513403,neutral,1028487.9976787955,-0.0016632518767676174
2020-02-24,1005920.280921887,-0.02031314958273063,neutral,1028487.9976787955,-0.021942615575331705
2020-02-25,984797.424928558,-0.020998538745009405,neutral,1028487.9976787955,-0.04248039145701575
2020-02-26,981865.0453126983,-0.00297764752590852,neutral,1028487.9976787955,-0.04533154735040265
2020-02-27,955457.0830639456,-0.02689571481826458,neutral,1028487.9976787955,-0.0710080377988601
2020-02-28,947125.6513853001,-0.008719838730933294,neutral,1028487.9976787955,-0.07910869789158731
2020-03-02,978422.374824017,0.03304389802233862,neutral,1028487.9976787955,-0.04867885961505824
2020-03-03,962798.1665868639,-0.015734521405416483,neutral,1028487.9976787955,-0.06387029429627528
2020-03-04,992648.3252317852,0.03100354745246409,neutral,1028487.9976787955,-0.03484695254382861
2020-03-05,970295.8889565913,-0.02251798114903845,neutral,1028487.9976787955,-0.056580250672383696
2020-03-06,965059.5420712833,-0.005396649563195458,neutral,1028487.9976787955,-0.061671556450502533
2020-03-09,913895.6880731178,-0.053016266631957173,neutral,1028487.9976787955,-0.111418227402072
2020-03-10,944917.0151184073,0.03394405669064458,neutral,1028487.9976787955,-0.08125615733873445
2020-03-11,907993.153367097,-0.03907630105135041,neutral,1028487.9976787955,-0.11715726832364057
2020-03-12,853155.8633172492,-0.06039394663549562,neutral,1028487.9976787955,-0.17047562514803774
2020-03-13,916586.1681311873,0.07434785077524732,neutral,1028487.9976787955,-0.10880227071211378
2020-03-16,850131.6313927076,-0.07250222515791702,neutral,1028487.9976787955,-0.1734160891411685
2020-03-17,883220.1952975469,0.03892169480934707,neutral,1028487.9976787955,-0.1412440424284045
2020-03-18,850666.5983017194,-0.03685784945719063,neutral,1028487.9976787955,-0.17289594023304394
2020-03-19,850498.3727298124,-0.0001977573496395313,neutral,1028487.9976787955,-0.17305950613977955
2020-03-20,826290.9752638101,-0.028462602918691973,neutral,1028487.9976787955,-0.19659638505390997
2020-03-23,801360.5399962387,-0.03017149649929539,neutral,1028487.9976787955,-0.22083627440977724
2020-03-24,864031.3731198527,0.07820553919950712,neutral,1028487.9976787955,-0.15990135512529702
2020-03-25,871229.3771268443,0.00833072065543276,neutral,1028487.9976787955,-0.15290272799183824
2020-03-26,911756.4898315445,0.046517155835988123,neutral,1028487.9976787955,-0.11349817218159423
2020-03-27,889901.1379576972,-0.02397060192890467,neutral,1028487.9976787955,-0.13474815460547557
2020-03-30,910794.8537240481,0.023478693166188815,neutral,1028487.9976787955,-0.11443317201597894
2020-03-31,902484.6643243672,-0.009124106669797705,neutral,1028487.9976787955,-0.12251317821773948
2020-04-01,882621.57233529,-0.02200934018524,neutral,1028487.9976787955,-0.14182608418641035
2020-04-02,887555.8571988028,0.005796525457189404,bear,1028487.9976787955,-0.13702847364097961
2020-04-03,882767.5547780767,-0.00539493078873743,bear,1028487.9976787955,-0.14168414529833762
2020-04-06,883648.6241898852,0.0009980763418860235,bear,1028487.9976787955,-0.14082748054989427
2020-04-07,877294.1576519154,-0.007191168937534909,bear,1028487.9976787955,-0.14700593528374747
2020-04-08,879832.7756753819,0.002893690789257093,bear,1028487.9976787955,-0.14453763421538707
2020-04-09,873045.5557706073,-0.007714215806025796,bear,1028487.9976787955,-0.15113685551898293
2020-04-13,871096.2435291697,-0.002232772652644821,bear,1028487.9976787955,-0.15303217393381813
2020-04-14,887457.6300993111,0.01878252453925712,bear,1028487.9976787955,-0.13712397995676873
2020-04-15,885419.8253614823,-0.0022962276380459265,bear,1028487.9976787955,-0.13910533972219907
2020-04-16,897470.0369973894,0.013609602236981226,bear,1028487.9976787955,-0.1273889058278772
2020-04-17,882525.7051029757,-0.01665162209137589,bear,1028487.9976787955,-0.14191929600077344
2020-04-20,885948.4798838487,0.0038783853672269388,bear,1028487.9976787955,-0.1385913283544831
2020-04-21,884727.7560153205,-0.0013778722987235984,bear,1028487.9976787955,-0.13977823950102367
2020-04-22,886768.0063568414,0.0023060770136903493,bear,1028487.9976787955,-0.13779450187246062
2020-04-23,886899.6142546936,0.0001484129974343995,bear,1028487.9976787955,-0.13766653937007925
2020-04-24,893215.2355274638,0.007121010282632291,bear,1028487.9976787955,-0.13152585392987576
2020-04-27,886986.4120583186,-0.006973485472924074,bear,1028487.9976787955,-0.1375821457711059
